ProduktNR,Kontotyp,Art,Year,Amount,ProduktbereichNR,ProduktgruppeNR,Produkt,Produktbereich,Produktgruppe
1211030,Verlust,Ergebnis,2009,296051.02,12,1211,Kommunalwahl,Sicherheit und Ordnung,Wahlen
1211040,Aufwendung,Ergebnis,2009,1899.56,12,1211,Landtagswahl,Sicherheit und Ordnung,Wahlen
1211050,Ertrag,Ergebnis,2009,261.50,12,1211,Sonstige Wahlen u. sonstige Abstimmungen,Sicherheit und Ordnung,Wahlen
1211050,Aufwendung,Ergebnis,2009,2137.52,12,1211,Sonstige Wahlen u. sonstige Abstimmungen,Sicherheit und Ordnung,Wahlen
1211050,Verlust,Ergebnis,2009,1876.02,12,1211,Sonstige Wahlen u. sonstige Abstimmungen,Sicherheit und Ordnung,Wahlen
1212010,Ertrag,Ergebnis,2009,1615846.91,12,1212,Gefahrenabwehr,Sicherheit und Ordnung,Brandschutz
1212010,Aufwendung,Ergebnis,2009,21222046.80,12,1212,Gefahrenabwehr,Sicherheit und Ordnung,Brandschutz
1212010,Verlust,Ergebnis,2009,19606199.89,12,1212,Gefahrenabwehr,Sicherheit und Ordnung,Brandschutz
1212020,Ertrag,Ergebnis,2009,68906.35,12,1212,Gefahrenvorbeugung,Sicherheit und Ordnung,Brandschutz
1212020,Aufwendung,Ergebnis,2009,1106200.81,12,1212,Gefahrenvorbeugung,Sicherheit und Ordnung,Brandschutz
1212020,Verlust,Ergebnis,2009,1037294.46,12,1212,Gefahrenvorbeugung,Sicherheit und Ordnung,Brandschutz
1213010,Ertrag,Ergebnis,2009,33390.30,12,1213,Abwehr von Großschadensereignissen,Sicherheit und Ordnung,Abwehr von Großschadensereignissen
1213010,Aufwendung,Ergebnis,2009,633085.05,12,1213,Abwehr von Großschadensereignissen,Sicherheit und Ordnung,Abwehr von Großschadensereignissen
1213010,Verlust,Ergebnis,2009,599694.75,12,1213,Abwehr von Großschadensereignissen,Sicherheit und Ordnung,Abwehr von Großschadensereignissen
1214010,Ertrag,Ergebnis,2009,13434982.73,12,1214,Rettungsdienst (Gebührenhaushalt),Sicherheit und Ordnung,Rettungsdienst
1214010,Aufwendung,Ergebnis,2009,13367695.14,12,1214,Rettungsdienst (Gebührenhaushalt),Sicherheit und Ordnung,Rettungsdienst
1214010,Gewinn,Ergebnis,2009,67287.59,12,1214,Rettungsdienst (Gebührenhaushalt),Sicherheit und Ordnung,Rettungsdienst
1215010,Ertrag,Ergebnis,2009,1216656.02,12,1215,Chemisches und Veterinäruntersuchungsamt,Sicherheit und Ordnung,Chemisches und Veterinäruntersuchungsamt
1215010,Aufwendung,Ergebnis,2009,3397552.60,12,1215,Chemisches und Veterinäruntersuchungsamt,Sicherheit und Ordnung,Chemisches und Veterinäruntersuchungsamt
1215010,Verlust,Ergebnis,2009,2180896.58,12,1215,Chemisches und Veterinäruntersuchungsamt,Sicherheit und Ordnung,Chemisches und Veterinäruntersuchungsamt
1215020,Ertrag,Ergebnis,2009,-870.08,12,1215,Nicht definiert,Sicherheit und Ordnung,Chemisches und Veterinäruntersuchungsamt
2101010,Ertrag,Ergebnis,2009,15254722.69,21,2101,Nicht definiert,Schulträgeraufgaben,
2101010,Aufwendung,Ergebnis,2009,35090973.15,21,2101,Nicht definiert,Schulträgeraufgaben,
2101010,Verlust,Ergebnis,2009,19836250.46,21,2101,Nicht definiert,Schulträgeraufgaben,
2101020,Ertrag,Ergebnis,2009,340942.75,21,2101,Nicht definiert,Schulträgeraufgaben,
2101020,Aufwendung,Ergebnis,2009,7408926.02,21,2101,Nicht definiert,Schulträgeraufgaben,
2101020,Verlust,Ergebnis,2009,7067983.27,21,2101,Nicht definiert,Schulträgeraufgaben,
2101030,Ertrag,Ergebnis,2009,233683.34,21,2101,Nicht definiert,Schulträgeraufgaben,
2101030,Aufwendung,Ergebnis,2009,4513586.09,21,2101,Nicht definiert,Schulträgeraufgaben,
2101030,Verlust,Ergebnis,2009,4279902.75,21,2101,Nicht definiert,Schulträgeraufgaben,
2101040,Ertrag,Ergebnis,2009,521425.53,21,2101,Nicht definiert,Schulträgeraufgaben,
2101040,Aufwendung,Ergebnis,2009,14111218.14,21,2101,Nicht definiert,Schulträgeraufgaben,
2101040,Verlust,Ergebnis,2009,13589792.61,21,2101,Nicht definiert,Schulträgeraufgaben,
2101050,Ertrag,Ergebnis,2009,269736.77,21,2101,Nicht definiert,Schulträgeraufgaben,
2101050,Aufwendung,Ergebnis,2009,4762628.79,21,2101,Nicht definiert,Schulträgeraufgaben,
2101050,Verlust,Ergebnis,2009,4492892.02,21,2101,Nicht definiert,Schulträgeraufgaben,
2101060,Ertrag,Ergebnis,2009,242913.63,21,2101,Nicht definiert,Schulträgeraufgaben,
2101060,Aufwendung,Ergebnis,2009,8419427.47,21,2101,Nicht definiert,Schulträgeraufgaben,
2101060,Verlust,Ergebnis,2009,8176513.84,21,2101,Nicht definiert,Schulträgeraufgaben,
2101070,Ertrag,Ergebnis,2009,163761.50,21,2101,Nicht definiert,Schulträgeraufgaben,
2101070,Aufwendung,Ergebnis,2009,10725692.96,21,2101,Nicht definiert,Schulträgeraufgaben,
2101070,Verlust,Ergebnis,2009,10561931.46,21,2101,Nicht definiert,Schulträgeraufgaben,
2102010,Ertrag,Ergebnis,2009,441907.21,21,2102,(entfallen ab 2013) Integrationsmaßn.f.KiJu aus Zuw.fam.,Schulträgeraufgaben,(entfallen ab 2013) Integrationsmaßn.f.KiJu aus Zuw.fam.
2102010,Aufwendung,Ergebnis,2009,821142.15,21,2102,(entfallen ab 2013) Integrationsmaßn.f.KiJu aus Zuw.fam.,Schulträgeraufgaben,(entfallen ab 2013) Integrationsmaßn.f.KiJu aus Zuw.fam.
2102010,Verlust,Ergebnis,2009,379234.94,21,2102,(entfallen ab 2013) Integrationsmaßn.f.KiJu aus Zuw.fam.,Schulträgeraufgaben,(entfallen ab 2013) Integrationsmaßn.f.KiJu aus Zuw.fam.
2103010,Ertrag,Ergebnis,2009,7561193.63,21,2103,Nicht definiert,Schulträgeraufgaben,
2103010,Aufwendung,Ergebnis,2009,6518002.83,21,2103,Nicht definiert,Schulträgeraufgaben,
2103010,Gewinn,Ergebnis,2009,1043190.80,21,2103,Nicht definiert,Schulträgeraufgaben,
2104010,Ertrag,Ergebnis,2009,737011.76,21,2104,Medienzentrum,Schulträgeraufgaben,Medienzentrum
2104010,Aufwendung,Ergebnis,2009,2048393.26,21,2104,Medienzentrum,Schulträgeraufgaben,Medienzentrum
2104010,Verlust,Ergebnis,2009,1311381.50,21,2104,Medienzentrum,Schulträgeraufgaben,Medienzentrum
2104020,Ertrag,Ergebnis,2009,398947.63,21,2104,Nicht definiert,Schulträgeraufgaben,Medienzentrum
2104020,Aufwendung,Ergebnis,2009,6925183.77,21,2104,Nicht definiert,Schulträgeraufgaben,Medienzentrum
2104020,Verlust,Ergebnis,2009,6526236.14,21,2104,Nicht definiert,Schulträgeraufgaben,Medienzentrum
2104030,Ertrag,Ergebnis,2009,4594934.08,21,2104,Nicht definiert,Schulträgeraufgaben,Medienzentrum
2104030,Aufwendung,Ergebnis,2009,87150.01,21,2104,Nicht definiert,Schulträgeraufgaben,Medienzentrum
2104030,Gewinn,Ergebnis,2009,4507784.07,21,2104,Nicht definiert,Schulträgeraufgaben,Medienzentrum
2501010,Ertrag,Ergebnis,2009,364069.47,25,2501,Kulturbüro,Kultur und Wissenschaft,Kulturförderung
2501010,Aufwendung,Ergebnis,2009,1858149.73,25,2501,Kulturbüro,Kultur und Wissenschaft,Kulturförderung
2501010,Verlust,Ergebnis,2009,1494080.26,25,2501,Kulturbüro,Kultur und Wissenschaft,Kulturförderung
2502010,Ertrag,Ergebnis,2009,400387.16,25,2502,KULTURsekretariat,Kultur und Wissenschaft,KULTURsekretariat NRW
2502010,Aufwendung,Ergebnis,2009,520813.98,25,2502,KULTURsekretariat,Kultur und Wissenschaft,KULTURsekretariat NRW
2502010,Verlust,Ergebnis,2009,120426.82,25,2502,KULTURsekretariat,Kultur und Wissenschaft,KULTURsekretariat NRW
2503010,Ertrag,Ergebnis,2009,1396329.04,25,2503,Bergische Musikschule,Kultur und Wissenschaft,Musik- / Kunstschule
2503010,Aufwendung,Ergebnis,2009,3699821.91,25,2503,Bergische Musikschule,Kultur und Wissenschaft,Musik- / Kunstschule
2503010,Verlust,Ergebnis,2009,2303492.87,25,2503,Bergische Musikschule,Kultur und Wissenschaft,Musik- / Kunstschule
2503020,Ertrag,Ergebnis,2009,60053.39,25,2503,Nicht definiert,Kultur und Wissenschaft,Musik- / Kunstschule
2503020,Aufwendung,Ergebnis,2009,143316.91,25,2503,Nicht definiert,Kultur und Wissenschaft,Musik- / Kunstschule
2503020,Verlust,Ergebnis,2009,83263.52,25,2503,Nicht definiert,Kultur und Wissenschaft,Musik- / Kunstschule
2503030,Ertrag,Ergebnis,2009,41846.90,25,2503,Nicht definiert,Kultur und Wissenschaft,Musik- / Kunstschule
2503030,Aufwendung,Ergebnis,2009,117619.53,25,2503,Nicht definiert,Kultur und Wissenschaft,Musik- / Kunstschule
2503030,Verlust,Ergebnis,2009,75772.63,25,2503,Nicht definiert,Kultur und Wissenschaft,Musik- / Kunstschule
2504010,Ertrag,Ergebnis,2009,659330.66,25,2504,Medien und Informationen,Kultur und Wissenschaft,Bibliothek
2504010,Aufwendung,Ergebnis,2009,6196642.52,25,2504,Medien und Informationen,Kultur und Wissenschaft,Bibliothek
2504010,Verlust,Ergebnis,2009,5537311.86,25,2504,Medien und Informationen,Kultur und Wissenschaft,Bibliothek
2505010,Ertrag,Ergebnis,2009,27292.95,25,2505,Stadtarchiv,Kultur und Wissenschaft,Archiv
2505010,Aufwendung,Ergebnis,2009,582180.99,25,2505,Stadtarchiv,Kultur und Wissenschaft,Archiv
2505010,Verlust,Ergebnis,2009,554888.04,25,2505,Stadtarchiv,Kultur und Wissenschaft,Archiv
2506010,Ertrag,Ergebnis,2009,366006.20,25,2506,Zuschuss für Bühnen und Orchester GmbH,Kultur und Wissenschaft,Theater und Konzerte
2506010,Aufwendung,Ergebnis,2009,18596764.68,25,2506,Zuschuss für Bühnen und Orchester GmbH,Kultur und Wissenschaft,Theater und Konzerte
2506010,Verlust,Ergebnis,2009,18230758.48,25,2506,Zuschuss für Bühnen und Orchester GmbH,Kultur und Wissenschaft,Theater und Konzerte
2506020,Aufwendung,Ergebnis,2009,2253840.64,25,2506,Zuschuss für Tanztheater,Kultur und Wissenschaft,Theater und Konzerte
2507010,Ertrag,Ergebnis,2009,2.29,25,2507,Nicht definiert,Kultur und Wissenschaft,
2507010,Aufwendung,Ergebnis,2009,123876.73,25,2507,Nicht definiert,Kultur und Wissenschaft,
2507010,Verlust,Ergebnis,2009,123874.44,25,2507,Nicht definiert,Kultur und Wissenschaft,
2508010,Ertrag,Ergebnis,2009,3604810.47,25,2508,(entfallen ab 2013) Sinfonieorchester,Kultur und Wissenschaft,(entfallen ab 2013) Orchester
2508010,Aufwendung,Ergebnis,2009,8243835.06,25,2508,(entfallen ab 2013) Sinfonieorchester,Kultur und Wissenschaft,(entfallen ab 2013) Orchester
2508010,Verlust,Ergebnis,2009,4639024.59,25,2508,(entfallen ab 2013) Sinfonieorchester,Kultur und Wissenschaft,(entfallen ab 2013) Orchester
2509010,Ertrag,Ergebnis,2009,79431.97,25,2509,Sammlung+son.Leist. Von der Heydt-Museum,Kultur und Wissenschaft,Von der Heydt-Museum
2509010,Aufwendung,Ergebnis,2009,4979509.77,25,2509,Sammlung+son.Leist. Von der Heydt-Museum,Kultur und Wissenschaft,Von der Heydt-Museum
2509010,Verlust,Ergebnis,2009,4900077.80,25,2509,Sammlung+son.Leist. Von der Heydt-Museum,Kultur und Wissenschaft,Von der Heydt-Museum
2509020,Ertrag,Ergebnis,2009,374706.30,25,2509,Nicht definiert,Kultur und Wissenschaft,Von der Heydt-Museum
2509020,Aufwendung,Ergebnis,2009,438817.91,25,2509,Nicht definiert,Kultur und Wissenschaft,Von der Heydt-Museum
2509020,Verlust,Ergebnis,2009,64111.61,25,2509,Nicht definiert,Kultur und Wissenschaft,Von der Heydt-Museum
2510010,Ertrag,Ergebnis,2009,63688.81,25,2510,Historisches Zentrum,Kultur und Wissenschaft,Historisches Zentrum
2510010,Aufwendung,Ergebnis,2009,1174138.43,25,2510,Historisches Zentrum,Kultur und Wissenschaft,Historisches Zentrum
2510010,Verlust,Ergebnis,2009,1110449.62,25,2510,Historisches Zentrum,Kultur und Wissenschaft,Historisches Zentrum
2511010,Ertrag,Ergebnis,2009,1235.00,25,2511,(entfallen ab 2012) Naturwissenschaftl. Sammlung,Kultur und Wissenschaft,(entfallen ab 2012) Naturwissenschaftl. Sammlung
2511010,Aufwendung,Ergebnis,2009,328400.42,25,2511,(entfallen ab 2012) Naturwissenschaftl. Sammlung,Kultur und Wissenschaft,(entfallen ab 2012) Naturwissenschaftl. Sammlung
2511010,Verlust,Ergebnis,2009,327165.42,25,2511,(entfallen ab 2012) Naturwissenschaftl. Sammlung,Kultur und Wissenschaft,(entfallen ab 2012) Naturwissenschaftl. Sammlung
2512010,Aufwendung,Ergebnis,2009,3157021.00,25,2512,Zuschuss Berg.Volkshochschule Zweckverb.,Kultur und Wissenschaft,Zuschuss Berg.Volkshochschule Zweckverb.
2513010,Ertrag,Ergebnis,2009,3111250.25,25,2513,Zoologischer Garten,Kultur und Wissenschaft,Tierpark
2513010,Aufwendung,Ergebnis,2009,9341974.27,25,2513,Zoologischer Garten,Kultur und Wissenschaft,Tierpark
2513010,Verlust,Ergebnis,2009,6230724.02,25,2513,Zoologischer Garten,Kultur und Wissenschaft,Tierpark
3101010,Aufwendung,Ergebnis,2009,240000.00,31,3101,Zuschuss zum Eigenbetrieb APH,Soziale Leistungen,Unterstützung von Senioren
3102010,Ertrag,Ergebnis,2009,2037269.34,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102010,Aufwendung,Ergebnis,2009,9609348.99,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102010,Verlust,Ergebnis,2009,7572079.65,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102020,Ertrag,Ergebnis,2009,5522538.78,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102020,Aufwendung,Ergebnis,2009,35751462.77,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102020,Verlust,Ergebnis,2009,30228923.99,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102030,Ertrag,Ergebnis,2009,167161.32,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102030,Aufwendung,Ergebnis,2009,467719.13,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102030,Verlust,Ergebnis,2009,300557.81,31,3102,Nicht definiert,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102040,Ertrag,Ergebnis,2009,22716.65,31,3102,Betreuung nach dem Betreuungsgesetz,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102040,Aufwendung,Ergebnis,2009,1299573.20,31,3102,Betreuung nach dem Betreuungsgesetz,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3102040,Verlust,Ergebnis,2009,1276856.55,31,3102,Betreuung nach dem Betreuungsgesetz,Soziale Leistungen,Betreuung nach dem Betreuungsgesetz
3103010,Ertrag,Ergebnis,2009,7482458.49,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103010,Aufwendung,Ergebnis,2009,38919541.03,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103010,Verlust,Ergebnis,2009,31437082.54,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103030,Ertrag,Ergebnis,2009,13.42,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103030,Aufwendung,Ergebnis,2009,-2040680.54,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103030,Gewinn,Ergebnis,2009,2040693.96,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103040,Ertrag,Ergebnis,2009,1926839.27,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103040,Aufwendung,Ergebnis,2009,11433218.77,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103040,Verlust,Ergebnis,2009,9506379.50,31,3103,Nicht definiert,Soziale Leistungen,Grundsicherung SGB II
3103050,Ertrag,Ergebnis,2009,33998451.37,31,3103,Grundsicherung SGB II,Soziale Leistungen,Grundsicherung SGB II
3103050,Aufwendung,Ergebnis,2009,123000513.08,31,3103,Grundsicherung SGB II,Soziale Leistungen,Grundsicherung SGB II
3103050,Verlust,Ergebnis,2009,89002061.71,31,3103,Grundsicherung SGB II,Soziale Leistungen,Grundsicherung SGB II
3104010,Ertrag,Ergebnis,2009,78095.00,31,3104,Leistungen nach dem BAföG,Soziale Leistungen,Leistungen nach dem BaföG
3104010,Aufwendung,Ergebnis,2009,584830.74,31,3104,Leistungen nach dem BAföG,Soziale Leistungen,Leistungen nach dem BaföG
3104010,Verlust,Ergebnis,2009,506735.74,31,3104,Leistungen nach dem BAföG,Soziale Leistungen,Leistungen nach dem BaföG
3105010,Ertrag,Ergebnis,2009,742549.98,31,3105,Hilfen nach AsylBLG,Soziale Leistungen,Hilfen nach AsylBLG
3105010,Aufwendung,Ergebnis,2009,7021751.02,31,3105,Hilfen nach AsylBLG,Soziale Leistungen,Hilfen nach AsylBLG
3105010,Verlust,Ergebnis,2009,6279201.04,31,3105,Hilfen nach AsylBLG,Soziale Leistungen,Hilfen nach AsylBLG
3105020,Ertrag,Ergebnis,2009,18658.29,31,3105,gesperrt: Hilfen nach dem SGB XII für Fl,Soziale Leistungen,Hilfen nach AsylBLG
3105020,Aufwendung,Ergebnis,2009,147107.79,31,3105,gesperrt: Hilfen nach dem SGB XII für Fl,Soziale Leistungen,Hilfen nach AsylBLG
3105020,Verlust,Ergebnis,2009,128449.50,31,3105,gesperrt: Hilfen nach dem SGB XII für Fl,Soziale Leistungen,Hilfen nach AsylBLG
3105030,Ertrag,Ergebnis,2009,1208529.36,31,3105,gesperrt: Integrations- und Migrationsma,Soziale Leistungen,Hilfen nach AsylBLG
3105030,Aufwendung,Ergebnis,2009,1700537.08,31,3105,gesperrt: Integrations- und Migrationsma,Soziale Leistungen,Hilfen nach AsylBLG
3105030,Verlust,Ergebnis,2009,492007.72,31,3105,gesperrt: Integrations- und Migrationsma,Soziale Leistungen,Hilfen nach AsylBLG
3106010,Ertrag,Ergebnis,2009,5858.86,31,3106,Wohngeld / Komm. Zuschüsse zur Miete,Soziale Leistungen,Subjektbezogene Förderung für Wohnraum
3106010,Aufwendung,Ergebnis,2009,1640847.26,31,3106,Wohngeld / Komm. Zuschüsse zur Miete,Soziale Leistungen,Subjektbezogene Förderung für Wohnraum
3106010,Verlust,Ergebnis,2009,1634988.40,31,3106,Wohngeld / Komm. Zuschüsse zur Miete,Soziale Leistungen,Subjektbezogene Förderung für Wohnraum
3107010,Ertrag,Ergebnis,2009,63988.35,31,3107,Hilfen z. Erhalt/Erlangung einer Wohnung,Soziale Leistungen,Hilfen bei Wohnproblemen
3107010,Aufwendung,Ergebnis,2009,395708.37,31,3107,Hilfen z. Erhalt/Erlangung einer Wohnung,Soziale Leistungen,Hilfen bei Wohnproblemen
3107010,Verlust,Ergebnis,2009,331720.02,31,3107,Hilfen z. Erhalt/Erlangung einer Wohnung,Soziale Leistungen,Hilfen bei Wohnproblemen
3107020,Ertrag,Ergebnis,2009,522605.82,31,3107,Nicht definiert,Soziale Leistungen,Hilfen bei Wohnproblemen
3107020,Aufwendung,Ergebnis,2009,495379.14,31,3107,Nicht definiert,Soziale Leistungen,Hilfen bei Wohnproblemen
3107020,Gewinn,Ergebnis,2009,27226.68,31,3107,Nicht definiert,Soziale Leistungen,Hilfen bei Wohnproblemen
3109010,Ertrag,Ergebnis,2009,1441469.21,31,3109,Verwaltung+Betrieb Übergangseinrichtung.,Soziale Leistungen,Hilfen für Migranten bei Wohnproblemen
3109010,Aufwendung,Ergebnis,2009,2824031.18,31,3109,Verwaltung+Betrieb Übergangseinrichtung.,Soziale Leistungen,Hilfen für Migranten bei Wohnproblemen
3109010,Verlust,Ergebnis,2009,1382561.97,31,3109,Verwaltung+Betrieb Übergangseinrichtung.,Soziale Leistungen,Hilfen für Migranten bei Wohnproblemen
3110010,Ertrag,Ergebnis,2009,921656.89,31,3110,Schwerbehindertenversorgung,Soziale Leistungen,Schwerbehindertenversorgung
3110010,Aufwendung,Ergebnis,2009,2424823.16,31,3110,Schwerbehindertenversorgung,Soziale Leistungen,Schwerbehindertenversorgung
3110010,Verlust,Ergebnis,2009,1503166.27,31,3110,Schwerbehindertenversorgung,Soziale Leistungen,Schwerbehindertenversorgung
3111010,Ertrag,Ergebnis,2009,162289.73,31,3111,Ärztlicher Dienst Schwerbehindertenrecht,Soziale Leistungen,Ärztlicher Dienst Schwerbehindertenrecht
3111010,Aufwendung,Ergebnis,2009,255041.52,31,3111,Ärztlicher Dienst Schwerbehindertenrecht,Soziale Leistungen,Ärztlicher Dienst Schwerbehindertenrecht
3111010,Verlust,Ergebnis,2009,92751.79,31,3111,Ärztlicher Dienst Schwerbehindertenrecht,Soziale Leistungen,Ärztlicher Dienst Schwerbehindertenrecht
3112010,Ertrag,Ergebnis,2009,3288347.42,31,3112,Unterhaltsvorschuss,Soziale Leistungen,Lstg. n.d.UVG+Heranzieh.außerh.Einricht.
3112010,Aufwendung,Ergebnis,2009,6218385.74,31,3112,Unterhaltsvorschuss,Soziale Leistungen,Lstg. n.d.UVG+Heranzieh.außerh.Einricht.
3112010,Verlust,Ergebnis,2009,2930038.32,31,3112,Unterhaltsvorschuss,Soziale Leistungen,Lstg. n.d.UVG+Heranzieh.außerh.Einricht.
3601010,Ertrag,Ergebnis,2009,13167242.62,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601010,Aufwendung,Ergebnis,2009,37880257.86,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601010,Verlust,Ergebnis,2009,24713015.24,36,3601,Betrieb städtischer Kitas,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Ertrag,Ergebnis,2009,19359141.57,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Aufwendung,Ergebnis,2009,33220816.51,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3601020,Verlust,Ergebnis,2009,13861674.94,36,3601,Förderung v. Einrichtungen freier Träger,"Kinder-, Jugend- u. Familienhilfe",Förderung von Kindern in Tagesbetreuung
3602010,Ertrag,Ergebnis,2009,337914.93,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Aufwendung,Ergebnis,2009,289016.50,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3602010,Gewinn,Ergebnis,2009,48898.43,36,3602,Tagespflege,"Kinder-, Jugend- u. Familienhilfe",Tagespflege
3603010,Ertrag,Ergebnis,2009,127020.68,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Aufwendung,Ergebnis,2009,2327660.23,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603010,Verlust,Ergebnis,2009,2200639.55,36,3603,Förd. KiJu in offenen Einrichtungen,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
3603020,Ertrag,Ergebnis,2009,275008.73,36,3603,Nicht definiert,"Kinder-, Jugend- u. Familienhilfe",Einrichtungen der Jugendarbeit
